consola,genero,lanzamiento,titulo,upc
360,Rol/Estrategia/Destreza,NO CONFIRMADO,FINAL FANTASY XI,662248906027-0-00000-0
360,Aventura,01/01/2006,INFINITE UNDISCOVERY,662248908120-0-00000-0
PSP,Deportes,01/01/2006,MX VS ATV ON THE EDGE,752919480205-0-00000-0
WII,Musical,01/01/2006,GUITAR HERO 3 LEG OF ROCK,047875955172-0-00000-0
WII,Accion,01/01/2006,MONKEY KING LEGEND BEG,695771900316-0-00000-0
PSP,Vehiculos,01/01/2006,CARS,752919480250-0-00000-0
PS2,Accion,01/01/2006,THE GAME,710425278181-0-00000-0
360,Disparos,01/01/2006,PREY COLLECTORS EDITION,710425299704-0-00000-0
PSP,Vehiculos,01/01/2006,NHRA CHAMPIONSHIP 07,752919480359-0-00000-0
PSP,Aventura,01/01/2006,WORMS 2 OPEN WARFARE,752919480366-0-00000-0
PSP,Vehiculos,01/01/2006,MX VS ATV UNTAMED,752919480380-0-00000-0
360,Deportes,01/01/2006,MBL2K10,710425397455-0-00000-0
NDS,Rol/Estrategia/Destreza,08/05/2009,IZUNA THE UNENPLOYED NINJA,730865400072-0-00000-0
NDS,Rol/Estrategia/Destreza,01/01/2006,TRAUMA CENTER: UNDR KNF,730865400027-0-00000-0
PS3,Rol/Estrategia/Destreza,08/05/2009,ETERNAL SONATA,722674110099-0-00000-0
PS2,Aventura,01/01/2006,WALLACE AND GROMIT,083717201427-0-00000-0
PSP,Aventura,01/01/2006,TRANFORMERS,047875819771-0-00000-0
WII,Disparos,09/10/2007,CALL OF DUTY 3,047875816619-0-00000-0
PSP,Aventura,01/01/2006,O. T. H. HAMMY GOES NUTS,047875816435-0-00000-0
PSP,Disparos,01/01/2006,CALL OF DUTY ROADS TO VICTORY,047875816398-0-00000-0
PS3,Disparos,01/01/2006,CALL OF DUTY 3,047875816350-0-00000-0
PS3,Accion,01/01/2006,CLASH OF THE TITANS,722674110280-0-00000-0
WII,Deportes,01/01/2006,TONY HAWK DOWNHILL JAM,047875816091-0-00000-0
360,Deportes,01/01/2006,TONY HAWK PROJECT 8,047875816077-0-00000-0
PS3,Deportes,NO CONFIRMADO,TONY HAWK PROJECT 8,047875816015-0-00000-0
PS3,Rol/Estrategia/Destreza,NO CONFIRMADO,MARVEL ULTIMATE ALLIANCE,047875814998-0-00000-0
PSP,Rol/Estrategia/Destreza,01/01/2006,MARVEL ULTIMATE ALLIANCE,047875814837-0-00000-0
360,Rol/Estrategia/Destreza,NO CONFIRMADO,MARVEL ULTIMATE ALLIANCE,047875814813-0-00000-0
NDS,Peleas,01/01/2006,X MEN THE OFFICIAL GAME,047875814479-0-00000-0
360,Aventura,NO CONFIRMADO,X MEN 3,047875814394-0-00000-0
NDS,Aventura,01/01/2006,KUNG FU PANDA,047875833791-0-00000-0
NDS,Disparos,01/01/2006,CALL OF DUTY 4,047875832459-0-00000-0
WII,Accion,02/10/2007,SPIDERMAN FRIEND OR FOE,047875832398-0-00000-0
WII,Aventura,NO CONFIRMADO,BEE MOVIE,047875832275-0-00000-0
NDS,Deportes,12/05/2009,TONY HAWK PROVING GROUND,047875832015-0-00000-0
PS3,Deportes,NO CONFIRMADO,TONY HAWK PROVING GROUND,047875831933-0-00000-0
WII,Aventura,NO CONFIRMADO,TRANSFORMERS: THE GAME,047875831117-0-00000-0
360,Accion,01/01/2006,TRANSFORMERS: THE GAME,047875831094-0-00000-0
PS3,Accion,23/06/2007,TRANSFORMERS THE GAME,047875831070-0-00000-0
360,Aventura,01/01/2006,SHREK THE THIRD,047875830233-0-00000-0
360,Accion,01/01/2006,TRANSFORMERS CYBERTRON E,047875820951-0-00000-0
NDS,Aventura,01/01/2006,TRANSFORMERS(DECEPTICON),047875819856-0-00000-0
PSP,Disparos,01/01/2006,GUN SHOWDOWN,047875810914-0-00000-0
PSP,Rol/Estrategia/Destreza,01/01/2006,XMEN LEGENDS 2 RISE OF APOCALYPSE,047875810693-0-00000-0
NDS,Aventura,01/01/2006,MADAGASCAR,047875810655-0-00000-0
PS3,Accion,01/01/2006,QUANTUM OF SOLACE 007 COLLECTORS EDITION,047875834859-0-00000-0
WII,Aventura,NO CONFIRMADO,MONSTERS VS ALIENS,047875835016-0-00000-0
360,Accion,01/01/2006,X MEN ORIGINS WOLVERINE,047875836051-0-00000-0
NDS,Aventura,01/01/2006,ICE AGE 3 THE MELTDOWN,047875836211-0-00000-0
PS3,Accion,15/09/2009,MARVEL ULTIMATE ALLIANCE 2 FUSION,047875836532-0-00000-0
NDS,Aventura,26/03/2010,HOW TO TRAIN YOUR DRAGON,047875839021-0-00000-0
NDS,Rol/Estrategia/Destreza,05/06/2009,NARUTO PATH OF THE NINJA,053941703028-0-00000-0
NDS,Peleas,11/05/2009,NARUTO: NINJA DESTINY,053941703042-0-00000-0
PS2,Disparos,01/01/2006,MGS 2: SONS OF LIBERTY,083717200215-0-00000-0
PS2,Disparos,01/01/2006,SILENT HILL 2,083717200253-0-00000-0
WII,Accion,24/09/2009,MARVEL ULTIMATE ALLIANCE 2,047875834637-0-00000-0
NDS,Accion,01/01/2006,MARVEL ULTIMATE ALLIANCE 2 FUSION,047875834613-0-00000-0
PS3,Rol/Estrategia/Destreza,01/01/2006,WORLD SERIES OF POKER B.B,047875754331-0-00000-0
360,Disparos,NO CONFIRMADO,QUAKE 4,047875810174-0-00000-0
PS3,Disparos,NO CONFIRMADO,HISTORY CHANEL CIVIL WAR,047875757271-0-00000-0
PS3,Simulacion,01/01/2006,CABELAS DANGEROUS HUNT 2009,047875756830-0-00000-0
PS3,Vehiculos,28/10/2008,BAJA 1000,047875756755-0-00000-0
360,Disparos,01/01/2006,SOLDIER OF FORTUNE PAYB,047875754614-0-00000-0
PS3,Deportes,01/01/2006,NPPL CHAMPIONSHIP PNTBLL,047875757318-0-00000-0
PSP,Aventura,01/01/2006,SPIDERMAN 2,047875807235-0-00000-0
PS3,Rol/Estrategia/Destreza,01/01/2006,GENJI DAYS OF THE BLADE.,711719813125-0-00000-0
360,Vehiculos,01/01/2006,STUNTMAN IGNITION,752919550090-0-00000-0
WII,Vehiculos,NO CONFIRMADO,MX VS ATV UNTAMED,785138301358-0-00000-0
WII,Rol/Estrategia/Destreza,01/01/2006,WORMS A SPACE ODDITY,785138301389-0-00000-0
WII,Aventura,20/03/2009,AVATAR INTO THE INFERNO,785138301563-0-00000-0
WII,Aventura,NO CONFIRMADO,DEADLY CREATURES,785138301594-0-00000-0
WII,Deportes,01/01/2006,BIG BEACH SPORTS,785138301624-0-00000-0
NDS,Aventura,01/01/2006,BRATZ FOREVER DIAMONDZ,785138361192-0-00000-0
NDS,Aventura,08/05/2009,EL TIGRE,785138361376-0-00000-0
NDS,Rol/Estrategia/Destreza,01/01/2006,AGE OF EMPIRES - NDS,785138361666-0-00000-0
PSP,Accion,01/01/2006,DEAD TO RIGHTS RECKONING,722674150057-0-00000-0
PSP,Vehiculos,01/01/2006,MOTO GP,722674150224-0-00000-0
PSP,Rol/Estrategia/Destreza,01/01/2006,TALES OF THE W:RDNT MYTH,722674150248-0-00000-0
360,Vehiculos,01/01/2006,RIDGE RACER 6,722674210010-0-00000-0
360,Rol/Estrategia/Destreza,01/01/2006,MAGNA CARTA 2,722674210287-0-00000-0
PSP,Rol/Estrategia/Destreza,01/01/2006,ME &amp; MY KATAMARI,722674150071-0-00000-0
PSP,Rol/Estrategia/Destreza,01/01/2006,THE LEGEND OF HEROES 2,722674150156-0-00000-0
WII,Deportes,01/01/2006,WE SKI,722674800105-0-00000-0
PS3,Rol/Estrategia/Destreza,01/01/2006,DEMONS SOULS DELUXE EDITION,730865001330-0-00000-0
PS3,Vehiculos,NO CONFIRMADO,NEED FOR SPEED SHIFT,014633191286-0-00000-0
360,Vehiculos,01/01/2006,NASCAR 09,014633155983-0-00000-0
360,Deportes,01/01/2006,NFL HEAD COACH 09,014633155969-0-00000-0
360,Rol/Estrategia/Destreza,01/01/2006,COMMAND N CONQUER 3 T.W.,014633155723-0-00000-0
360,Deportes,NO CONFIRMADO,NFL TOUR,014633155709-0-00000-0
PSP,Deportes,01/01/2006,NBA LIVE 08,014633154887-0-00000-0
PS3,Disparos,20/11/2007,MEDAL OF HONOR AIRBORNE,014633154320-0-00000-0
PS3,Deportes,NO CONFIRMADO,NCAA 08,014633154276-0-00000-0
PS3,Deportes,01/01/2006,NCAA 08 MARCH MADNESS,014633154160-0-00000-0
PS3,Peleas,03/09/2008,FACEBREAKER,014633154139-0-00000-0
PS3,Peleas,NO CONFIRMADO,DEF JAM ICON,014633153279-0-00000-0
PSP,Simulacion,01/01/2006,SIMS 2 PETS,014633153026-0-00000-0
360,Deportes,NO CONFIRMADO,NCAA FOOTBALL 09,014633155990-0-00000-0
360,Peleas,NO CONFIRMADO,DEF JAM ICON,014633156201-0-00000-0
PS3,Rol/Estrategia/Destreza,NO CONFIRMADO,TRIVIAL PURSUIT,014633191172-0-00000-0
PS3,Deportes,01/01/2006,NCAA 2009,014633168082-0-00000-0
360,Vehiculos,01/01/2006,NFS CARBON COLLECTORS EDITION,014633166286-0-00000-0
NDS,Aventura,01/01/2006,MARIO AND LUIGI PART IN TIM,045496735944-0-00000-0
PS3,Accion,NO CONFIRMADO,THE SIMPSONS,014633154238-0-00000-0
PS3,Peleas,NO CONFIRMADO,DYNASTY WARRIORS 6,040198001786-0-00000-0
PS3,Disparos,NO CONFIRMADO,RAINBOW SIX VEGAS,008888343219-0-00000-0
NDS,Rol/Estrategia/Destreza,01/01/2006,YU GI OH WORLD CHAMP,083717241232-0-00000-0
WII,Vehiculos,01/01/2006,EXCITE TRUCK,045496900021-0-00000-0
PS3,Disparos,01/01/2006,TERMINATOR SALVATION,883929069415-0-00000-0
NDS,Disparos,01/01/2006,METROID PRIME HUNTERS,045496735272-0-00000-0
PS3,Deportes,01/01/2006,NCAA FOTBALL 2010,014633190168-0-00000-0
360,Musical,NO CONFIRMADO,ROCK BAND TRACK PCK VOL 2,014633190670-0-00000-0
360,Vehiculos,NO CONFIRMADO,FUEL,767649402595-0-00000-0
NDS,Aventura,01/01/2006,KIRBY SQUEAK SQUAD,045496738228-0-00000-0
PS3,Vehiculos,NO CONFIRMADO,NEEED FOR SPEED PROSTREET,014633154207-0-00000-0
360,Disparos,NO CONFIRMADO,MERCENARIES 2 WORLD IN FLAMES,014633157291-0-00000-0
NDS,Aventura,01/01/2006,TRANSFORMERS (AUTOBOT),047875819832-0-00000-0
360,Disparos,01/01/2006,CALL OF DUTY 4,047875832473-0-00000-0
360,Disparos,01/01/2006,HITMAN BLOOD MONEY,788687200516-0-00000-0
360,Accion,01/01/2006,TOMB RAIDER LEGEND,788687200400-0-00000-0
PS3,Accion,01/01/2006,PRINCE OF PERSIA PRESALE,008888235002-0-00000-0
WII,Aventura,NO CONFIRMADO,JUMPER GRIFFIN'S STORY,890181002142-0-00000-0
360,Disparos,01/01/2006,UNREAL TOURNAMENT,031719301065-0-00000-0
360,Rol/Estrategia/Destreza,NO CONFIRMADO,LORD OF THE RINGS BATTLE FOR THE MIDDLE EARTH II,014633151978-0-00000-0
WII,Rol/Estrategia/Destreza,NO CONFIRMADO,MARVEL ULTIMATE ALLIANCE,047875815018-0-00000-0
360,Deportes,NO CONFIRMADO,SMASH COURT TENNIS 3,742725276581-0-00000-0
PSP,Peleas,01/01/2006,TEKKEN DARK RESURRECTION,722674150194-0-00000-0
PS3,Deportes,NO CONFIRMADO,NFL HEAD COACH 09,014633154580-0-00000-0
WII,Aventura,01/01/2006,MONSTER LAB,788687300094-0-00000-0
PSP,Accion,01/01/2006,MEDIEVIL RESURRECTION,711719862024-0-00000-0
360,Vehiculos,01/01/2006,ACE COMBAT 6,722674210102-0-00000-0
PS2,Aventura,09/05/2006,OVER THE HEDGE,047875814516-0-00000-0
WII,Musical,20/03/2009,BOOGIE SUPERSTAR,014633158243-0-00000-0
360,Disparos,01/01/2006,ARMY OF TWO,014633157512-0-00000-0
PS3,Disparos,NO CONFIRMADO,MERCENARIES 2 WORLD IN FLAMES,014633157284-0-00000-0
NDS,Rol/Estrategia/Destreza,01/01/2006,POGO ISLAND,014633157208-0-00000-0
360,Deportes,NO CONFIRMADO,MADDEN NFL 09 EN ESPAOL,014633190519-0-00000-0
PSP,Deportes,01/01/2006,UEFA CHAMPIONS LEAGUE 06,014633156621-0-00000-0
WII,Accion,01/01/2006,GODFATHER BLACKHAND EDITION,014633156379-0-00000-0
WII,Vehiculos,NO CONFIRMADO,MONSTER HIGH SKRM,815403010125-0-00000-0
PS2,Simulacion,01/01/2006,SIMS 2 PETS,014633152432-0-00000-0
360,Accion,01/01/2006,TRON EVOLUTION COLLECTORS EDITION,712725020903-0-00000-0
PSP,Deportes,01/01/2006,NBA LIVE 07,014633152418-0-00000-0
PSP,Deportes,01/01/2006,TIGER W. PGA TOUR 07,014633152098-0-00000-0
360,Musical,01/01/2006,ROCK BAND,014633158717-0-00000-0
360,Accion,01/01/2006,SAINTS ROW 2 COLLECTORS,752919550571-0-00000-0
PS3,Disparos,01/01/2006,BATTLEFIELD BAD COMPANY GOLD EDITION,014633159356-0-00000-0
WII,Vehiculos,27/03/2009,NASCAR KART RACING,014633191813-0-00000-0
PSP,Peleas,01/01/2006,CRASH OF THE TITANS,020626726498-0-00000-0
PS3,Disparos,01/01/2006,TIMESHIFT,020626726252-0-00000-0
360,Accion,30/10/2007,TIMESHIFT,020626726221-0-00000-0
PS3,Disparos,01/01/2006,FEAR,020626725866-0-00000-0
360,Disparos,NO CONFIRMADO,FEAR,020626725835-0-00000-0
PS3,Peleas,NO CONFIRMADO,MARVEL VS CAPCOM 3: FATE OF TWO WORLDS,013388340262-0-00000-0
PSP,Accion,01/01/2006,SCARFACE MONEY POWER RESPECT,020626725576-0-00000-0
NDS,Aventura,01/01/2006,SPYRO A NEW BEGINNING,020626725088-0-00000-0
WII,Aventura,NO CONFIRMADO,PHINEAS &amp; FERB A 2ND DIM,712725021566-0-00000-0
PS2,Accion,01/01/2006,FALLOUT :BROTHER OF STEEL,020626719889-0-00000-0
PS3,Otros,NO CONFIRMADO,NINJA GAIDEN SIGMA 2,018946010625-0-00000-0
PSP,Aventura,01/01/2006,TOKOBOT,018946010441-0-00000-0
NDS,Rol/Estrategia/Destreza,01/01/2006,FINAL FANTASY 3,662248906133-0-00000-0
360,Deportes,NO CONFIRMADO,NCAA 07 FOOTBALL,014633152036-0-00000-0
PSP,Disparos,01/01/2006,SOCOM U.S. NAVY SEALS,711719864523-0-00000-0
PS3,Disparos,01/01/2006,CALL OF DUTY WORLD WAR,047875834439-0-00000-0
PSP,Vehiculos,01/01/2006,DEF JAM FGHT FOR NY TAK,014633151381-0-00000-0
PSP,Rol/Estrategia/Destreza,01/01/2006,MEGAMAN MAVERICK HUNTER X,013388270057-0-00000-0
PSP,Accion,01/01/2006,CAPCOM CLASS. COLLECTION REMIX,013388270040-0-00000-0
PSP,Vehiculos,01/01/2006,RIDGE RACER,722674150019-0-00000-0
NDS,Rol/Estrategia/Destreza,01/01/2006,POKEMON RANGER,045496737351-0-00000-0
PSP,Peleas,01/01/2006,DARKSTALKERS CHRONICLES,013388270019-0-00000-0
PS3,Disparos,NO CONFIRMADO,JAMES BOND 007 QUANTUM,047875832695-0-00000-0
NDS,Vehiculos,01/01/2006,STARFOX COMMAND,045496737740-0-00000-0
NDS,Aventura,01/01/2006,SPIDERMAN 3,047875819412-0-00000-0
PS2,Accion,01/01/2006,ONIMUSHA 3:DEMON SIEGE,013388260249-0-00000-0
PS3,Disparos,NO CONFIRMADO,FEAR 2 PROJECT ORIGIN,883929020751-0-00000-0
PSP,Rol/Estrategia/Destreza,01/01/2006,JEANNE D'ARC,711719870029-0-00000-0
PS3,Accion,NO CONFIRMADO,IRON MAN,010086690132-0-00000-0
PS3,Disparos,01/01/2006,CLIVE BARKER'S JERICHO,767649401727-0-00000-0
WII,Simulacion,01/01/2006,TRAUMA CENTER NEW BLOOD,730865700028-0-00000-0
PS3,Vehiculos,NO CONFIRMADO,SEGA RALLY REVOLUTION,010086690095-0-00000-0
PS3,Peleas,01/01/2006,VIRTUA FIGHTER 5,010086690057-0-00000-0
360,Disparos,NO CONFIRMADO,TOM CLANCYS END WAR,008888524069-0-00000-0
PSP,Aventura,01/01/2006,OPEN SEASON,008888333135-0-00000-0
PSP,Disparos,01/01/2006,STAR WARS BATTLEFRONT II,023272328399-0-00000-0
WII,Deportes,NO CONFIRMADO,MARIO STRIKERS CHARGED,045496900212-0-00000-0
360,Disparos,NO CONFIRMADO,TERMINATOR SALVATION,883929069408-0-00000-0
PS3,Accion,NO CONFIRMADO,NINJA GAIDEN SIGMA,018946010595-0-00000-0
PSP,Aventura,01/01/2006,MEGA MAN POWERED UP,013388270071-0-00000-0
360,Aventura,01/01/2006,KAMEO ELEMENTS OF POWER,882224075749-0-00000-0
360,Accion,NO CONFIRMADO,STRANGLEHOLD,031719300761-0-00000-0
PSP,Accion,01/01/2006,CODED ARMS,083717260059-0-00000-0
NDS,Accion,01/01/2006,RESIDENT EVIL DEADLY SILENCE,013388320042-0-00000-0
360,Rol/Estrategia/Destreza,01/01/2006,MASS EFFECT,882224436168-0-00000-0
WII,Accion,01/01/2006,OBSCURE:THE AFTERMATH,893384000397-0-00000-0
WIIU,Rol/Estrategia/Destreza,28/11/2012,SCRIBBLENAUTS UNLIMITED,883929172146-0-00000-0
PSP,Deportes,01/01/2006,SSX ON TOUR,014633149951-0-00000-0
PSP,Rol/Estrategia/Destreza,01/01/2006,LORD OF THE RING TACTICS,014633149906-0-00000-0
PSP,Aventura,01/01/2006,HARRY POTTER GOB. OF FIRE,014633149883-0-00000-0
NDS,Aventura,01/01/2006,HARRY POTTER GOB. OF FIRE,014633149852-0-00000-0
3DS,Rol/Estrategia/Destreza,NO CONFIRMADO,SCRIBBLENAUTS UNLIMITED,883929172139-1-00000-0
PS2,Simulacion,01/01/2006,THE URBZ:SIMS IN THE CITY,014633148534-0-00000-0
360,Disparos,01/01/2006,LOST PLANET COLLECTORS EDITION,013388990504-0-00000-0
NDS,Aventura,22/10/2011,GENERATOR REX,047875765863-0-00000-0
WIIU,Rol/Estrategia/Destreza,NO CONFIRMADO,GAME PARTY CHAMPIONS,883929280483-0-00000-0
WIIU,Accion,NO CONFIRMADO,BATMAN ARKHAM CITY ARMORED EDITION,883929254736-0-00000-0
3DS,Aventura,NO CONFIRMADO,LEGO THE LORD OF THE RINGS,883929248940-0-00000-0
PSV,Aventura,NO CONFIRMADO,LEGO THE LORD OF THE RINGS,883929287581-0-00000-0
WII,Aventura,NO CONFIRMADO,LEGO THE LORD OF THE RINGS,883929247219-0-00000-0
NDS,Aventura,13/11/2012,LEGO THE LORD OF THE RINGS,883929287826-0-00000-0
PSP,Deportes,25/09/2012,PRO EVOLUTION SOCCER 2013,083717260752-0-00000-0
PS2,Deportes,25/09/2012,PRO EVOLUTION SOCCER 2013,083717202547-0-00000-0
3DS,Rol/Estrategia/Destreza,NO CONFIRMADO,PAPER MARIO STICKER STAR,045496742133-0-00000-0
360,Vehiculos,NO CONFIRMADO,F1 RACE STARS,883929278787-0-00000-0
PS3,Vehiculos,13/11/2012,F1 RACE STARS,883929278800-0-00000-0
3DS,Rol/Estrategia/Destreza,28/10/2012,PROFESSOR LAYTON AND THE MIRACLE MASK,045496742218-0-00000-0
360,Accion,13/11/2012,BEN 10 OMNIVERSE,879278210158-0-00000-0
3DS,Accion,NO CONFIRMADO,BEN 10 OMNIVERSE,879278360068-0-00000-0
PS3,Accion,13/11/2012,BEN 10 OMNIVERSE,879278130128-0-00000-0
WII,Accion,13/11/2012,BEN 10 OMNIVERSE,879278340299-0-00000-0
360,Musical,NO CONFIRMADO,NICKELODEON DANCE 2,710425491986-0-00000-0
WII,Musical,NO CONFIRMADO,NICKELODEON DANCE 2,710425441998-0-00000-0
360,Deportes,NO CONFIRMADO,ZUMBA FITNESS CORE KINECT,096427017943-0-00000-0
PS3,Peleas,20/11/2012,PLAYSTATION ALL STARS BATTLE ROYALE,711719990901-1-00000-0
WIIU,Vehiculos,28/11/2012,SONIC ALL STARS RACING TRANSFORMED,010086671018-0-00000-0
WIIU,Disparos,28/11/2012,CALL OF DUTY BLACK OPS 2,047875843875-0-00000-0
360,Disparos,NO CONFIRMADO,CALL OF DUTY MODERN WARFARE 2,047875843721-1-00000-1
WII,Aventura,NO CONFIRMADO,TWO PACK EPIC MICKEY,7509656071240-1-00000-0
WIIU,Aventura,NO CONFIRMADO,EPIC MICKEY 2 THE POWER OF TWO,7509656071196-1-00000-0
3DS,Aventura,NO CONFIRMADO,EPIC MICKEY THE POWER OF ILLUSION,7509656071073-0-00000-0
PSV,Rol/Estrategia/Destreza,NO CONFIRMADO,PERSONA 4 GOLDEN,730865200009-0-00000-0
WII,Aventura,NO CONFIRMADO,HAPPY FEET,031719191710-0-00000-0
WII,Aventura,01/01/2006,RAMPAGE TOTAL DESTRUCT,031719191741-0-00000-0
WII,Peleas,01/01/2006,MORTAL KOMBAT ARMAGG,031719191765-0-00000-0
WII,Aventura,09/10/2007,CRASH OF THE TITANS,020626726511-0-00000-0
WII,Rol/Estrategia/Destreza,01/01/2006,THRILLVILLE OFF THE RAILS,023272406639-0-00000-0
PSP,Rol/Estrategia/Destreza,01/01/2006,THRILLVILLE,023272404390-0-00000-0
WII,Rol/Estrategia/Destreza,12/05/2009,ENDLESS OCEAN,045496900427-0-00000-0
WII,Musical,01/01/2006,BARNYARD,785138301259-0-00000-0
PSP,Rol/Estrategia/Destreza,01/01/2006,SMART BOMB,788687400091-0-00000-0
WII,Aventura,08/05/2009,CARS,785138301242-0-00000-0
WII,Aventura,01/01/2006,SPONGEBOB CREATURE F.K.C,785138301228-0-00000-0
PS2,Accion,01/01/2006,FINAL FIGHT STREETWISE,013388260577-0-00000-0
PS2,Disparos,01/01/2006,007 AGENT UNDER FIRE,014633141863-0-00000-0
PS2,Accion,01/01/2006,TOMB RAIDER ANGEL OF DARK,788687500098-0-00000-0
PS2,Aventura,01/01/2006,LEGO STAR WARS,788687500326-0-00000-0
360,Aventura,01/01/2006,LEGO STARWARS II,023272329761-0-00000-0
PS2,Disparos,01/01/2006,MEDAL OF HONOR RISING SUN,014633147070-0-00000-0
PSP,Deportes,01/01/2006,POCKET POOL,788687400404-0-00000-0
PSP,Musical,01/01/2006,TRAXXPAD PORTABLE STUDIO,788687400435-0-00000-0
PS3,Disparos,01/01/2006,CONFLICT DENIED OPS,788687500623-0-00000-0
WII,Aventura,01/01/2006,CHIKEN SHOOT,802068101350-0-00000-0
WIIU,Disparos,NO CONFIRMADO,ZOMBIU,008888187639-0-00000-0
360,Rol/Estrategia/Destreza,01/01/2006,OVERLORD,767649401529-0-00000-0
360,Deportes,01/01/2006,DEAD OR ALIVE XTREME 2,882224373012-0-00000-0
PS2,Disparos,01/01/2006,GHOST RECON 2,008888321644-0-00000-0
PS2,Accion,01/01/2006,PETER J. KING KONG,008888322818-0-00000-0
PS2,Aventura,01/01/2006,ERAGON,020626724364-0-00000-0
PS2,Accion,01/01/2006,LIFELINE,083717200710-0-00000-0
PS3,Accion,01/01/2006,SPIDER-MAN THE MOVIE 3,047875820777-0-00000-0
PS2,Aventura,01/01/2006,LEMONY SNICKET,047875807150-0-00000-0
PSP,Rol/Estrategia/Destreza,01/01/2006,WARHAMMER BATTLE FOR ATL,722674150149-0-00000-0
PS3,Disparos,NO CONFIRMADO,CLIVE BARKERS JERICHO,767649401680-0-00000-0
PS3,Vehiculos,08/05/2009,MX VS ATV UNTAMED,752919990254-0-00000-0
360,Disparos,NO CONFIRMADO,CLIVE BARKERS JERICHO,767649401673-0-00000-0
360,Vehiculos,01/01/2006,DIRT,767649401550-0-00000-0
PS2,Aventura,01/01/2006,HAUNTED MANSION,739069615121-0-00000-0
360,Aventura,01/11/2011,DISNEY UNIVERSE,712725018832-0-00000-0
WIIU,Accion,28/11/2012,BEN 10 OMNIVERSE,879278350007-0-00000-0
WII,Aventura,NO CONFIRMADO,SONIC UNLEASHED,010086650174-0-00000-0
PS3,Deportes,NO CONFIRMADO,SPORTS CHAMPIONS 2,711719990918-0-00000-0
360,Otros,01/01/2006,KONAMI CLASSIC VOL 2,083717300861-0-00000-0
360,Accion,08/11/2011,METAL GEAR SOLID HD COLLECTION LIMITED EDITION,083717301430-0-00000-0
PS3,Deportes,23/07/2011,UFC PERSONAL TRAINER,721919992203-0-00000-0
NDS,Aventura,01/01/2006,HELLO KITTY BIG CITY DRMS,802068162456-0-00000-0
PSP,Deportes,22/10/2010,NBA 2K11,710425338540-0-00000-0
PSP,Vehiculos,01/01/2006,ATV OFFROAD FURY BLA. TRL,711719860327-0-00000-0
PS3,Rol/Estrategia/Destreza,01/01/2006,STAR OCEAN THE LAST HOPE,662248909141-0-00000-0
360,Otros,01/01/2006,KONAMI CLASSIC VOL 1,083717300854-0-00000-0
PS3,Aventura,NO CONFIRMADO,GENERATOR REX,047875765948-0-00000-0
PSP,Aventura,01/01/2006,LEGO INDIANA JONES II THE ADVENTURE CONTINUES,012172339395-0-00000-0
NDS,Aventura,04/11/2011,GENERATOR REX,047875765887-0-00000-0
PS3,Musical,NO CONFIRMADO,EVERYBODY DANCE,711719836520-0-00000-0
PS2,Accion,01/01/2006,GRAND THEFT AUTO VICECITY,710425273889-0-00000-0
360,Deportes,NO CONFIRMADO,SPORTS ALL PRO FOOTBALL 8,710425391590-0-00000-0
PS2,Peleas,01/01/2006,DRAGON BALL Z BUDOKAI,722242519590-0-00000-0
PSP,Rol/Estrategia/Destreza,01/01/2006,LEGEND OF HEROES III,722674150255-0-00000-0
PSP,Rol/Estrategia/Destreza,01/01/2006,WARHAMMER SQUAD COMMAND,752919480397-0-00000-0
360,Vehiculos,01/01/2006,MOTO GP 2007,752919550236-0-00000-0
360,Vehiculos,NO CONFIRMADO,MX VS ATV: REFLEX,752919551066-0-00000-0
360,Disparos,24/07/2012,CALL OF DUTY BLACK OPS DLC1 LIMITED EDITION,047875842380-0-00000-0
PS3,Disparos,24/07/2012,CALL OF DUTY BLACK OPS DLC1 LIMITED EDITION,047875842397-0-00000-0
360,Accion,01/01/2006,RISE OF THE ARAGONAUTS,767649402236-0-00000-0
PSP,Rol/Estrategia/Destreza,01/01/2006,MARVEL TRADING CARD GAME,083717260271-0-00000-0
PSP,Rol/Estrategia/Destreza,01/01/2006,WORLD SERIES OF POKER 08,047875754393-0-00000-0
PS3,Rol/Estrategia/Destreza,NO CONFIRMADO,NI NO KUNI WRATH OF THE WHITE WITCH,722674110907-0-00000-0
PS3,Accion,05/03/2013,TOMB RAIDER SURVIVAL CE,662248913087-0-00000-0
360,Accion,05/03/2013,TOMB RAIDER SURVIVAL CE,662248913070-0-00000-0
PS3,Disparos,NO CONFIRMADO,CRYSIS 3 HUNTER EDITION,014633198096-1-00000-1
360,Disparos,NO CONFIRMADO,CRYSIS 3 HUNTER EDITION,014633198119-1-00000-0
PS3,Disparos,26/03/2013,ARMY OF TWO THE DEVILS CARTEL,014633197204-0-00000-0
360,Disparos,26/03/2013,ARMY OF TWO THE DEVILS CARTEL,014633197198-1-00000-1
PCS,Rol/Estrategia/Destreza,12/03/2013,STARCRAFT II HEART OF THE SWARM,020626863148-0-00000-0
NDS,Aventura,01/01/2006,BRATZ 4 REAL,785138361291-0-00000-0
PS3,Vehiculos,NO CONFIRMADO,FUEL,767649402557-0-00000-0
PSP,Rol/Estrategia/Destreza,01/01/2006,YS ARK OF NAPISHTIM,083717260035-0-00000-0
NDS,Vehiculos,01/01/2006,STEEL HORIZON.NDS,083717241096-0-00000-0
360,Aventura,NO CONFIRMADO,HOW TO TRAIN YOUR DRAGON,047875839014-0-00000-0
360,Aventura,NO CONFIRMADO,MADAGASCAR 2,047875834170-0-00000-0
